x,y,S34,Fe57,Co59,Ni60,As75,Se77,Au197,Bi209
456.9880293,11,569089.5135,505586.1599,1353.022007,3909.768348,20.54553274,260.6083239,3.016555408,32.98661015
461.0321711,11,471524.8639,505586.1599,1351.563603,4345.912838,6.48769147,287.2529332,3.016555408,31.69437142
465.076313,11,471524.8639,505326.1362,1351.563603,4008.492231,20.54553274,287.2529332,3.016555408,24.94797969
469.1204548,11,503967.3407,505326.1362,1299.845739,4437.991816,15.85954401,349.4260563,2.681377371,22.79555113
473.1645967,11,545007.4828,505326.1362,1299.845739,4369.217316,15.85954401,349.4260563,3.240037224,22.79555113
477.2087385,11,545007.4828,460919.4153,1070.935334,4369.217316,15.85954401,349.4260563,2.569636463,17.20077022
481.2528804,11,545007.4828,453217.4774,938.3547378,4369.217316,18.9835365,305.0163021,2.569636463,12.18171451
485.2970222,11,508965.509,455227.2366,919.9493149,4954.442432,20.54553274,305.0163021,1.564102353,8.741104119
489.3411641,11,508965.509,453217.4774,827.170825,5463.661452,20.54553274,296.1350617,1.452383789,7.451088669
493.3853059,11,555538.0739,455227.2366,827.170825,5615.425134,20.54553274,322.780559,1.228924317,7.451088669
497.4294478,11,555538.0739,452172.911,1898.917979,6438.65721,28.35601368,322.780559,0.782027716,7.594421172
501.4735896,11,584665.5364,445259.9269,3281.770174,6776.855995,28.35601368,322.780559,0.893768624,7.594421172
505.5177315,11,534986.0796,445259.9269,3333.061057,7804.19864,23.66965016,322.780559,0.782027716,5.731259072
509.5618733,11,539494.8099,445259.9269,3333.061057,9862.683705,20.54553274,305.0163021,0.446872023,1.862404582
513.6060152,11,539494.8099,446701.1452,1571.071533,9862.683705,15.85954401,305.0163021,0.223434894,1.862404582
517.650157,11,539995.8407,443413.2336,1347.189091,9605.94653,11.17355527,305.0163021,0.223434894,3.295190986
521.6942989,11,539995.8407,478077.4085,1344.030078,8796.595991,15.85954401,305.0163021,0.558590587,8.311083689
525.7384407,11,517966.9241,478456.4459,1240.972102,6743.588386,8.049687714,305.0163021,0.558590587,9.744523323
529.7825826,11,515465.9062,478456.4459,1240.972102,4237.604301,22.10765392,251.7270834,0.670309151,14.04572466
533.8267244,11,515465.9062,441551.1007,1351.806729,3270.572535,28.35601368,198.4396405,1.117205752,17.77448988
537.8708663,11,518967.4118,423154.6264,2080.079866,3223.229024,28.35601368,198.4396405,1.117205752,17.91792552
541.9150081,11,518967.4118,423154.6264,3002.542181,3004.070641,31.48025603,189.5584001,1.675820918,24.80446383
545.95915,11,514465.6487,423154.6264,5868.121841,2703.655266,62.72617755,171.7968071,1.452383789,24.80446383
550.0032919,11,512465.3161,452743.6882,10111.81833,2400.537049,109.6061786,171.7968071,1.452383789,22.65205818
554.0474337,11,512465.3161,431065.8885,10111.81833,1919.851906,109.6061786,233.9637145,1.452383789,20.21306775
558.0915756,11,512465.3161,453065.4088,10111.81833,1919.851906,112.7319201,242.8458429,1.564102353,18.20479681
562.1357174,11,497472.5672,431065.8885,10032.11208,2093.595402,117.4207822,242.8458429,1.564102353,18.20479681
566.1798593,11,497472.5672,422513.33,11870.18026,3023.663398,117.4207822,322.780559,1.340642881,18.20479681
570.2240011,11,593214.9499,422513.33,11870.18026,3567.75432,103.3546956,216.2021215,1.340642881,12.18171451
574.268143,11,593214.9499,433179.2529,14985.25842,4450.818246,103.3546956,242.8458429,1.340642881,10.17458959
578.3122848,11,510965.3138,440310.4136,14985.25842,4818.693619,118.983653,216.2021215,1.005487188,7.164435123
582.3564267,11,510965.3138,446132.574,14086.7586,5514.228479,118.983653,216.2021215,0.670309151,5.014722618
586.4005685,11,566076.9181,450368.0949,12930.83009,6895.740797,75.22627019,171.7968071,0.446872023,5.014722618
590.4447104,11,566076.9181,450368.0949,9586.421062,8116.103729,62.72617755,109.6325635,0.446872023,4.298220544
594.4888522,11,573609.731,427539.9797,6064.734905,8235.073076,39.29123669,109.6325635,0.335153459,5.158020741
598.5329941,11,513465.4584,427539.9797,3956.131531,9928.472404,28.35601368,74.11204131,0.335153459,8.167751186
602.5771359,11,532481.8948,453750.7583,3761.263718,9928.472404,15.85954401,47.47187167,0.782027716,14.33251573
606.6212778,11,512965.4161,453750.7583,3737.752176,8202.615124,12.73555152,47.47187167,0.893768624,17.34419441
610.6654196,11,522970.313,478985.3156,3676.69774,7107.637183,12.73555152,65.23168878,0.893768624,17.34419441
614.7095615,11,522970.313,431810.7599,3676.69774,5905.352567,14.29754776,65.23168878,1.005487188,12.18171451
618.7537033,11,554033.2061,467107.3787,4230.363269,4608.344683,18.9835365,65.23168878,0.893768624,10.31794502
622.7978452,11,569591.7247,431810.7599,5559.392839,3418.495159,20.54553274,56.3522242,0.446872023,4.154922422
626.841987,11,569591.7247,456743.3869,7857.012464,2969.502294,65.85116948,56.3522242,0.11171633,4.154922422
630.8861289,11,539995.8407,427052.9562,7857.012464,2969.502294,97.10346242,56.3522242,0.11171633,5.158020741
634.9302707,11,539995.8407,456743.3869,6605.772047,3823.885466,97.10346242,82.99239384,0.00331303,5.158020741
638.9744126,11,550021.0058,452254.4595,3403.116192,3826.205697,101.7919497,118.512916,0.00331303,2.292218729
643.0185544,11,550021.0058,457915.7591,2183.816958,3905.12438,86.16449152,136.274509,0.00331303,0.42976716
647.0626963,11,519467.7517,457664.5276,2096.5899,3971.316199,93.97797077,136.274509,0.00331303,0.006393085
651.1068381,11,519467.7517,461717.1311,2183.816958,3971.316199,86.16449152,136.274509,0.00331303,0.006393085
655.15098,11,536989.7518,457664.5276,2096.5899,3770.528892,67.41366544,136.274509,0.00331303,0.006393085
659.1951219,11,536989.7518,433463.5083,1894.945261,3517.981029,51.78945539,136.274509,0.00331303,0.006393085
663.2392637,11,536989.7518,424939.6228,1874.842712,3517.981029,50.22708435,136.274509,0.00331303,0.006393085
667.2834056,11,538492.7387,424939.6228,1894.945261,3936.474158,43.97797501,136.274509,0.00331303,0.143251136
671.3275474,11,569089.5135,481224.2799,1998.436519,4042.19264,50.22708435,109.6325635,0.00331303,0.143251136
675.3716893,11,576121.5835,542504.7394,2083.581182,4042.19264,58.03893952,109.6325635,0.00331303,0.006393085
679.4158311,11,576121.5835,542504.7394,2083.581182,3996.87345,61.16380652,91.87274636,0.00331303,0.006393085
683.459973,11,565072.8604,454050.4834,2083.581182,3855.214198,58.03893952,91.87274636,0.00331303,0.006393085
687.5041148,11,565072.8604,454050.4834,2222.763039,3345.66725,62.72617755,100.7522109,0.00331303,0.006393085
691.5482567,11,557043.1144,454050.4834,2222.763039,2656.530764,56.47656849,100.7522109,0.00331303,0.006393085
695.5923985,11,557043.1144,419924.0006,2810.737574,2620.911985,62.72617755,109.6325635,0.00331303,0.006393085
699.6365404,11,557043.1144,419924.0006,4858.190706,2518.709601,67.41366544,136.274509,0.00331303,0.006393085
703.6806822,11,525472.732,440292.7689,5960.388101,2342.066919,84.60187062,180.6780475,0.00331303,0.006393085
707.7248241,11,525472.732,466415.4129,5960.388101,2342.066919,84.60187062,180.6780475,0.00331303,0.006393085
711.7689659,11,517966.9241,475047.3146,5176.091291,2580.709859,78.35138705,100.7522109,2.569636463,0.006393085
715.8131078,11,513965.5584,475047.3146,5176.091291,2580.709859,65.85116948,100.7522109,2.569636463,0.143251136
719.8572496,11,513965.5584,475047.3146,7401.020366,1575.386062,78.35138705,65.23168878,0.335153459,0.286503418
723.9013915,11,499470.6158,498554.1621,7401.020366,951.6791383,78.35138705,91.87274636,0.223434894,0.143251136
727.9455333,11,499470.6158,451284.8244,5889.956486,951.6791383,78.35138705,91.87274636,0.00331303,0.143251136
731.9896752,11,499470.6158,436634.6423,4563.356331,1488.852811,78.35138705,91.87274636,0.00331303,0.006393085
736.033817,11,539494.8099,436634.6423,4563.356331,1488.852811,78.35138705,65.23168878,0.00331303,0.006393085
740.0779589,11,553030.0312,432467.4355,6834.726413,1320.51734,83.03924973,65.23168878,0.00331303,0.006393085
744.1221007,11,553030.0312,454004.195,11265.59043,811.2484918,120.5466486,74.11204131,0.00331303,0.006393085
748.1662426,11,550021.0058,457633.6787,18194.96393,306.3659288,211.2246346,100.7522109,0.00331303,0.006393085
752.2103844,11,544005.0085,457633.6787,23167.65269,219.6075527,294.1288689,109.6325635,0.00331303,0.006393085
756.2545263,11,543503.7954,457633.6787,23167.65269,157.6753808,294.1288689,109.6325635,0.00331303,0.006393085
760.2986681,11,543503.7954,431929.7434,22465.90133,157.6753808,276.918926,82.99239384,0.00331303,0.006393085
764.34281,11,601266.4226,468048.3709,21065.27737,201.5876094,259.710732,56.3522242,0.00331303,0.006393085
768.3869519,11,601266.4226,451132.7861,20019.20585,212.8497704,247.1968971,56.3522242,0.00331303,0.006393085
772.4310937,11,559551.9248,451132.7861,15749.74023,254.5287423,172.1332518,56.3522242,0.00331303,0.006393085
776.4752356,11,559551.9248,451132.7861,15749.74023,291.7140386,158.0626677,38.59240709,0.00331303,0.143251136
780.5193774,11,559551.9248,452137.651,15059.28357,482.327301,158.0626677,38.59240709,0.00331303,0.143251136
784.5635193,11,523971.2038,452137.651,13268.9231,1108.156493,97.10346242,38.59240709,0.00331303,0.143251136
788.6076611,11,523971.2038,465758.7372,8369.096276,1363.716419,97.10346242,38.59240709,0.00331303,0.143251136
792.651803,11,523971.2038,440030.5392,8369.096276,1363.716419,123.67264,38.59240709,0.00331303,0.006393085
796.6959448,11,548516.7809,448323.0447,13390.65503,788.6136312,192.4596915,47.47187167,0.00331303,0.006393085
800.7400867,11,499970.1879,448323.0447,13390.65503,573.7929646,192.4596915,47.47187167,0.00331303,0.006393085
804.7842285,11,533984.3635,510200.7182,9806.340109,405.5947449,136.1772301,47.47187167,0.00331303,0.143251136
808.8283704,11,520968.7425,510200.7182,9570.096579,282.6983557,134.6141095,20.83258998,0.00331303,0.006393085
812.8725122,11,520968.7425,481195.637,9570.096579,212.8497704,136.1772301,4.808113358,0.00331303,0.006393085
816.9166541,11,516966.4363,464385.8331,11292.113,212.8497704,134.6141095,4.808113358,0.00331303,0.006393085
820.9607959,11,516966.4363,464385.8331,12727.26972,225.2393527,115.8577865,20.83258998,0.00331303,0.006393085
825.0049378,11,560555.5123,457655.7354,13222.99486,255.6554441,115.8577865,20.83258998,0.00331303,0.006393085
829.0490796,11,560555.5123,442150.4906,13657.42624,291.7140386,173.6967472,29.71294251,0.00331303,0.006393085
833.0932215,11,486987.6081,442150.4906,13222.99486,255.6554441,173.6967472,38.59240709,0.00331303,0.006393085
837.1373633,11,486987.6081,442150.4906,11705.9764,250.022205,161.1892837,38.59240709,0.00331303,0.006393085
841.1815052,11,548516.7809,440480.0967,10283.48271,250.022205,159.6259132,29.71294251,0.00331303,0.006393085
845.225647,11,548516.7809,431590.3772,8901.406207,278.190829,159.6259132,29.71294251,0.00331303,0.006393085
849.2697889,11,517466.709,431590.3772,8436.653164,308.6202318,108.0433078,20.83258998,0.00331303,0.006393085
853.3139307,11,517466.709,431590.3772,6069.423716,308.6202318,89.28985823,20.83258998,0.00331303,0.006393085
857.3580726,11,563064.9657,449246.4215,5043.13346,289.4600954,64.28867352,20.83258998,0.00331303,0.006393085
861.4022144,11,563064.9657,449246.4215,3675.294553,289.4600954,54.91419746,20.83258998,0.00331303,0.006393085
865.4463563,11,543002.6398,449246.4215,2426.621198,291.7140386,53.35182642,20.83258998,0.00331303,0.006393085
869.4904981,11,532481.8948,443477.1365,2077.82924,322.1469491,34.60462331,20.83258998,0.00331303,0.006393085
873.53464,11,498471.5291,410146.1945,1670.002175,322.1469491,26.79389251,11.9531254,0.00331303,0.006393085
877.5787819,11,497972.0817,410146.1945,1123.151369,322.1469491,26.79389251,11.9531254,0.00331303,0.006393085
881.6229237,11,497972.0817,416118.2174,797.6679371,332.2929316,12.73555152,11.9531254,0.00331303,0.006393085
885.6670656,11,528476.1914,425550.0402,797.6679371,292.8411002,11.17355527,11.9531254,0.00331303,0.006393085
889.7112074,11,552528.463,425550.0402,1175.958103,268.0493437,12.73555152,11.9531254,0.00331303,0.006393085
893.7553493,11,528476.1914,462358.4283,2089.834447,210.5972662,17.42154025,11.9531254,0.00331303,0.006393085
897.7994911,11,532982.6953,462358.4283,2777.376328,207.2185999,17.42154025,11.9531254,0.00331303,0.006393085
901.843633,11,513965.5584,442295.942,2777.376328,131.7858838,9.611559029,11.9531254,0.00331303,0.006393085
905.8877748,11,513965.5584,442295.942,2590.99597,130.6603513,9.611559029,11.9531254,0.00331303,0.006393085
909.9319167,11,505466.6424,462803.5746,2590.99597,130.6603513,25.23177134,11.9531254,0.00331303,0.006393085
913.9760585,11,505466.6424,488904.1619,2729.842931,143.0414791,26.79389251,4.808113358,0.11171633,0.143251136
918.0202004,11,513965.5584,469143.6058,3252.464867,146.4183465,42.4157289,4.808113358,0.11171633,0.573019442
922.0643422,11,558046.5292,470364.4422,3826.527475,164.4301051,53.35182642,4.808113358,0.00331303,0.573019442
926.1084841,11,573609.731,470364.4422,3895.9668,146.4183465,64.28867352,4.808113358,0.00331303,0.143251136
930.1526259,11,558046.5292,470364.4422,4021.121339,125.0329584,64.28867352,11.9531254,0.00331303,0.006393085
934.1967678,11,558548.3277,485338.5811,4021.121339,105.9019632,67.41366544,4.808113358,0.00331303,0.006393085
938.2409096,11,558548.3277,487740.6121,3730.154664,105.9019632,68.97616141,11.9531254,0.00331303,0.006393085
942.2850515,11,601266.4226,487740.6121,3598.702568,92.39944015,75.22627019,20.83258998,0.00331303,0.006393085
946.3291933,11,601266.4226,471658.0341,3730.154664,78.89844615,75.22627019,20.83258998,0.00331303,0.006393085
950.3733352,11,607811.7991,432211.8238,4118.623848,69.8986829,65.85116948,20.83258998,0.00331303,0.006393085
954.417477,11,507965.7218,461437.2567,4504.629202,69.8986829,65.85116948,4.808113358,0.00331303,0.006393085
958.4616189,11,568085.2159,461437.2567,4510.549597,60.89954924,65.85116948,20.83258998,0.00331303,0.006393085
962.5057607,11,547514.0092,469141.4006,4504.629202,60.89954924,68.97616141,29.71294251,0.00331303,0.006393085
966.5499026,11,547514.0092,470355.65,4510.549597,51.90113512,93.97797077,29.71294251,0.00331303,0.006393085
970.5940444,11,518467.1967,476633.9842,5544.711057,50.77632212,106.4804371,29.71294251,0.00331303,0.006393085
974.6381863,11,518467.1967,476633.9842,5904.398514,50.77632212,93.97797077,29.71294251,0.00331303,0.006393085
978.6823281,11,552026.962,451943.7362,5938.006036,54.1506712,111.1690493,20.83258998,0.00331303,0.006393085
982.72647,11,552026.962,451943.7362,5938.006036,56.40020727,111.1690493,29.71294251,0.00331303,0.006393085
986.7706119,11,546010.0242,506624.1091,6213.401428,56.40020727,111.1690493,20.83258998,0.00331303,0.006393085
990.8147537,11,546010.0242,506624.1091,6213.401428,54.1506712,101.7919497,20.83258998,0.00331303,0.006393085
994.8588956,11,498971.1012,468638.9685,6027.73943,54.1506712,101.7919497,20.83258998,0.00331303,0.006393085
998.9030374,11,561559.2245,425362.7124,5830.544751,54.1506712,101.7919497,11.9531254,0.00331303,0.006393085
1002.947179,11,590196.9035,456798.4977,4881.941541,55.27548421,104.9175663,38.59240709,0.00331303,0.006393085
